dish_id,label,rgb_path,depth_color_path,depth_raw_path
dish_0027,131.041962,Nutrition5K\Nutrition5K\train\color\dish_0027\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0027\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0027\depth_raw.png
dish_0028,494.065491,Nutrition5K\Nutrition5K\train\color\dish_0028\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0028\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0028\depth_raw.png
dish_0029,245.132004,Nutrition5K\Nutrition5K\train\color\dish_0029\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0029\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0029\depth_raw.png
dish_0030,272.315186,Nutrition5K\Nutrition5K\train\color\dish_0030\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0030\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0030\depth_raw.png
dish_0031,372.326599,Nutrition5K\Nutrition5K\train\color\dish_0031\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0031\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0031\depth_raw.png
dish_0032,532.706482,Nutrition5K\Nutrition5K\train\color\dish_0032\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0032\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0032\depth_raw.png
dish_0033,0,Nutrition5K\Nutrition5K\train\color\dish_0033\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0033\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0033\depth_raw.png
dish_0034,357.059998,Nutrition5K\Nutrition5K\train\color\dish_0034\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0034\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0034\depth_raw.png
dish_0035,23.369999,Nutrition5K\Nutrition5K\train\color\dish_0035\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0035\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0035\depth_raw.png
dish_0036,406.473999,Nutrition5K\Nutrition5K\train\color\dish_0036\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0036\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0036\depth_raw.png
dish_0037,239.309998,Nutrition5K\Nutrition5K\train\color\dish_0037\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0037\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0037\depth_raw.png
dish_0038,369.08429,Nutrition5K\Nutrition5K\train\color\dish_0038\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0038\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0038\depth_raw.png
dish_0039,40.420002,Nutrition5K\Nutrition5K\train\color\dish_0039\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0039\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0039\depth_raw.png
dish_0040,555.303711,Nutrition5K\Nutrition5K\train\color\dish_0040\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0040\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0040\depth_raw.png
dish_0041,79.195488,Nutrition5K\Nutrition5K\train\color\dish_0041\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0041\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0041\depth_raw.png
dish_0042,210.357925,Nutrition5K\Nutrition5K\train\color\dish_0042\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0042\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0042\depth_raw.png
dish_0043,96.681755,Nutrition5K\Nutrition5K\train\color\dish_0043\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0043\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0043\depth_raw.png
dish_0044,624.853943,Nutrition5K\Nutrition5K\train\color\dish_0044\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0044\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0044\depth_raw.png
dish_0045,0,Nutrition5K\Nutrition5K\train\color\dish_0045\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0045\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0045\depth_raw.png
dish_0046,403.862,Nutrition5K\Nutrition5K\train\color\dish_0046\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0046\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0046\depth_raw.png
dish_0047,358.710999,Nutrition5K\Nutrition5K\train\color\dish_0047\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0047\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0047\depth_raw.png
dish_0048,5.6,Nutrition5K\Nutrition5K\train\color\dish_0048\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0048\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0048\depth_raw.png
dish_0049,0,Nutrition5K\Nutrition5K\train\color\dish_0049\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0049\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0049\depth_raw.png
dish_0050,561.417053,Nutrition5K\Nutrition5K\train\color\dish_0050\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0050\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0050\depth_raw.png
dish_0051,700.530396,Nutrition5K\Nutrition5K\train\color\dish_0051\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0051\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0051\depth_raw.png
dish_0052,1234.856323,Nutrition5K\Nutrition5K\train\color\dish_0052\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0052\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0052\depth_raw.png
dish_0053,366.579254,Nutrition5K\Nutrition5K\train\color\dish_0053\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0053\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0053\depth_raw.png
dish_0054,88.315727,Nutrition5K\Nutrition5K\train\color\dish_0054\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0054\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0054\depth_raw.png
dish_0055,10.54,Nutrition5K\Nutrition5K\train\color\dish_0055\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0055\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0055\depth_raw.png
dish_0056,578.099976,Nutrition5K\Nutrition5K\train\color\dish_0056\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0056\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0056\depth_raw.png
dish_0057,18.300001,Nutrition5K\Nutrition5K\train\color\dish_0057\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0057\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0057\depth_raw.png
dish_0058,23.243509,Nutrition5K\Nutrition5K\train\color\dish_0058\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0058\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0058\depth_raw.png
dish_0059,88.552399,Nutrition5K\Nutrition5K\train\color\dish_0059\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0059\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0059\depth_raw.png
dish_0060,162.687851,Nutrition5K\Nutrition5K\train\color\dish_0060\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0060\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0060\depth_raw.png
dish_0061,95.114838,Nutrition5K\Nutrition5K\train\color\dish_0061\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0061\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0061\depth_raw.png
dish_0062,545.960022,Nutrition5K\Nutrition5K\train\color\dish_0062\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0062\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0062\depth_raw.png
dish_0063,16.02,Nutrition5K\Nutrition5K\train\color\dish_0063\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0063\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0063\depth_raw.png
dish_0064,98.382996,Nutrition5K\Nutrition5K\train\color\dish_0064\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0064\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0064\depth_raw.png
dish_0065,367.6474,Nutrition5K\Nutrition5K\train\color\dish_0065\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0065\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0065\depth_raw.png
dish_0066,99.962006,Nutrition5K\Nutrition5K\train\color\dish_0066\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0066\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0066\depth_raw.png
dish_0067,208.115997,Nutrition5K\Nutrition5K\train\color\dish_0067\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0067\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0067\depth_raw.png
dish_0068,226.744873,Nutrition5K\Nutrition5K\train\color\dish_0068\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0068\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0068\depth_raw.png
dish_0069,27.965,Nutrition5K\Nutrition5K\train\color\dish_0069\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0069\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0069\depth_raw.png
dish_0070,55.889999,Nutrition5K\Nutrition5K\train\color\dish_0070\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0070\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0070\depth_raw.png
dish_0071,413.946655,Nutrition5K\Nutrition5K\train\color\dish_0071\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0071\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0071\depth_raw.png
dish_0072,196.820007,Nutrition5K\Nutrition5K\train\color\dish_0072\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0072\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0072\depth_raw.png
dish_0073,451.235687,Nutrition5K\Nutrition5K\train\color\dish_0073\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0073\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0073\depth_raw.png
dish_0074,30.478174,Nutrition5K\Nutrition5K\train\color\dish_0074\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0074\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0074\depth_raw.png
dish_0075,0,Nutrition5K\Nutrition5K\train\color\dish_0075\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0075\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0075\depth_raw.png
dish_0076,560.774963,Nutrition5K\Nutrition5K\train\color\dish_0076\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0076\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0076\depth_raw.png
dish_0077,712.456421,Nutrition5K\Nutrition5K\train\color\dish_0077\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0077\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0077\depth_raw.png
dish_0078,288.335541,Nutrition5K\Nutrition5K\train\color\dish_0078\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0078\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0078\depth_raw.png
dish_0079,30.768999,Nutrition5K\Nutrition5K\train\color\dish_0079\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0079\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0079\depth_raw.png
dish_0080,35.880001,Nutrition5K\Nutrition5K\train\color\dish_0080\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0080\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0080\depth_raw.png
dish_0081,54.599998,Nutrition5K\Nutrition5K\train\color\dish_0081\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0081\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0081\depth_raw.png
dish_0082,670.596008,Nutrition5K\Nutrition5K\train\color\dish_0082\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0082\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0082\depth_raw.png
dish_0083,304.218536,Nutrition5K\Nutrition5K\train\color\dish_0083\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0083\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0083\depth_raw.png
dish_0084,260.149994,Nutrition5K\Nutrition5K\train\color\dish_0084\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0084\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0084\depth_raw.png
dish_0085,345.125885,Nutrition5K\Nutrition5K\train\color\dish_0085\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0085\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0085\depth_raw.png
dish_0086,178.176575,Nutrition5K\Nutrition5K\train\color\dish_0086\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0086\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0086\depth_raw.png
dish_0087,2.99,Nutrition5K\Nutrition5K\train\color\dish_0087\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0087\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0087\depth_raw.png
dish_0088,73.879166,Nutrition5K\Nutrition5K\train\color\dish_0088\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0088\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0088\depth_raw.png
dish_0089,0,Nutrition5K\Nutrition5K\train\color\dish_0089\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0089\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0089\depth_raw.png
dish_0090,50.623695,Nutrition5K\Nutrition5K\train\color\dish_0090\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0090\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0090\depth_raw.png
dish_0091,166.455505,Nutrition5K\Nutrition5K\train\color\dish_0091\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0091\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0091\depth_raw.png
dish_0092,386.134003,Nutrition5K\Nutrition5K\train\color\dish_0092\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0092\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0092\depth_raw.png
dish_0093,330.034393,Nutrition5K\Nutrition5K\train\color\dish_0093\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0093\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0093\depth_raw.png
dish_0094,514.643005,Nutrition5K\Nutrition5K\train\color\dish_0094\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0094\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0094\depth_raw.png
dish_0095,566.233398,Nutrition5K\Nutrition5K\train\color\dish_0095\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0095\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0095\depth_raw.png
dish_0096,62.340004,Nutrition5K\Nutrition5K\train\color\dish_0096\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0096\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0096\depth_raw.png
dish_0097,157.99173,Nutrition5K\Nutrition5K\train\color\dish_0097\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0097\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0097\depth_raw.png
dish_0098,50.799999,Nutrition5K\Nutrition5K\train\color\dish_0098\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0098\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0098\depth_raw.png
dish_0099,154.222,Nutrition5K\Nutrition5K\train\color\dish_0099\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0099\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0099\depth_raw.png
dish_0100,0,Nutrition5K\Nutrition5K\train\color\dish_0100\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0100\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0100\depth_raw.png
dish_0101,165.182281,Nutrition5K\Nutrition5K\train\color\dish_0101\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0101\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0101\depth_raw.png
dish_0102,0,Nutrition5K\Nutrition5K\train\color\dish_0102\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0102\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0102\depth_raw.png
dish_0103,230.001999,Nutrition5K\Nutrition5K\train\color\dish_0103\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0103\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0103\depth_raw.png
dish_0104,479.034454,Nutrition5K\Nutrition5K\train\color\dish_0104\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0104\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0104\depth_raw.png
dish_0105,38.189999,Nutrition5K\Nutrition5K\train\color\dish_0105\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0105\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0105\depth_raw.png
dish_0106,111.744507,Nutrition5K\Nutrition5K\train\color\dish_0106\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0106\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0106\depth_raw.png
dish_0107,194.42775,Nutrition5K\Nutrition5K\train\color\dish_0107\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0107\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0107\depth_raw.png
dish_0108,390.872986,Nutrition5K\Nutrition5K\train\color\dish_0108\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0108\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0108\depth_raw.png
dish_0109,600.278931,Nutrition5K\Nutrition5K\train\color\dish_0109\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0109\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0109\depth_raw.png
dish_0110,227.009995,Nutrition5K\Nutrition5K\train\color\dish_0110\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0110\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0110\depth_raw.png
dish_0111,74.360001,Nutrition5K\Nutrition5K\train\color\dish_0111\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0111\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0111\depth_raw.png
dish_0112,372.230896,Nutrition5K\Nutrition5K\train\color\dish_0112\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0112\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0112\depth_raw.png
dish_0113,172.004013,Nutrition5K\Nutrition5K\train\color\dish_0113\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0113\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0113\depth_raw.png
dish_0114,102.338257,Nutrition5K\Nutrition5K\train\color\dish_0114\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0114\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0114\depth_raw.png
dish_0115,289.050018,Nutrition5K\Nutrition5K\train\color\dish_0115\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0115\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0115\depth_raw.png
dish_0116,24.300001,Nutrition5K\Nutrition5K\train\color\dish_0116\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0116\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0116\depth_raw.png
dish_0117,562.969971,Nutrition5K\Nutrition5K\train\color\dish_0117\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0117\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0117\depth_raw.png
dish_0118,401.494019,Nutrition5K\Nutrition5K\train\color\dish_0118\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0118\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0118\depth_raw.png
