dish_id,label,rgb_path,depth_color_path,depth_raw_path
dish_0022,3.633367,Nutrition5K\Nutrition5K\train\color\dish_0022\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0022\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0022\depth_raw.png
dish_0023,4.301901,Nutrition5K\Nutrition5K\train\color\dish_0023\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0023\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0023\depth_raw.png
dish_0024,4.574608,Nutrition5K\Nutrition5K\train\color\dish_0024\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0024\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0024\depth_raw.png
dish_0025,3.595819,Nutrition5K\Nutrition5K\train\color\dish_0025\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0025\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0025\depth_raw.png
dish_0026,6.652901,Nutrition5K\Nutrition5K\train\color\dish_0026\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0026\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0026\depth_raw.png
dish_0027,4.875518,Nutrition5K\Nutrition5K\train\color\dish_0027\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0027\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0027\depth_raw.png
dish_0028,6.202668,Nutrition5K\Nutrition5K\train\color\dish_0028\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0028\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0028\depth_raw.png
dish_0029,5.501797,Nutrition5K\Nutrition5K\train\color\dish_0029\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0029\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0029\depth_raw.png
dish_0030,5.606960,Nutrition5K\Nutrition5K\train\color\dish_0030\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0030\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0030\depth_raw.png
dish_0031,5.919771,Nutrition5K\Nutrition5K\train\color\dish_0031\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0031\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0031\depth_raw.png
dish_0032,6.277971,Nutrition5K\Nutrition5K\train\color\dish_0032\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0032\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0032\depth_raw.png
dish_0034,5.877904,Nutrition5K\Nutrition5K\train\color\dish_0034\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0034\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0034\depth_raw.png
dish_0035,3.151453,Nutrition5K\Nutrition5K\train\color\dish_0035\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0035\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0035\depth_raw.png
dish_0036,6.007520,Nutrition5K\Nutrition5K\train\color\dish_0036\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0036\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0036\depth_raw.png
dish_0037,5.477760,Nutrition5K\Nutrition5K\train\color\dish_0037\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0037\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0037\depth_raw.png
dish_0038,5.911025,Nutrition5K\Nutrition5K\train\color\dish_0038\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0038\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0038\depth_raw.png
dish_0039,3.699325,Nutrition5K\Nutrition5K\train\color\dish_0039\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0039\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0039\depth_raw.png
dish_0040,6.319515,Nutrition5K\Nutrition5K\train\color\dish_0040\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0040\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0040\depth_raw.png
dish_0041,4.371919,Nutrition5K\Nutrition5K\train\color\dish_0041\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0041\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0041\depth_raw.png
dish_0042,5.348810,Nutrition5K\Nutrition5K\train\color\dish_0042\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0042\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0042\depth_raw.png
dish_0043,4.571425,Nutrition5K\Nutrition5K\train\color\dish_0043\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0043\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0043\depth_raw.png
dish_0044,6.437518,Nutrition5K\Nutrition5K\train\color\dish_0044\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0044\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0044\depth_raw.png
dish_0046,6.001073,Nutrition5K\Nutrition5K\train\color\dish_0046\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0046\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0046\depth_raw.png
dish_0047,5.882517,Nutrition5K\Nutrition5K\train\color\dish_0047\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0047\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0047\depth_raw.png
dish_0048,1.722767,Nutrition5K\Nutrition5K\train\color\dish_0048\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0048\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0048\depth_raw.png
dish_0050,6.330464,Nutrition5K\Nutrition5K\train\color\dish_0050\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0050\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0050\depth_raw.png
dish_0051,6.551838,Nutrition5K\Nutrition5K\train\color\dish_0051\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0051\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0051\depth_raw.png
dish_0052,7.118710,Nutrition5K\Nutrition5K\train\color\dish_0052\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0052\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0052\depth_raw.png
dish_0053,5.904215,Nutrition5K\Nutrition5K\train\color\dish_0053\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0053\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0053\depth_raw.png
dish_0054,4.480918,Nutrition5K\Nutrition5K\train\color\dish_0054\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0054\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0054\depth_raw.png
dish_0055,2.355178,Nutrition5K\Nutrition5K\train\color\dish_0055\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0055\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0055\depth_raw.png
dish_0056,6.359747,Nutrition5K\Nutrition5K\train\color\dish_0056\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0056\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0056\depth_raw.png
dish_0057,2.906901,Nutrition5K\Nutrition5K\train\color\dish_0057\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0057\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0057\depth_raw.png
dish_0058,3.146026,Nutrition5K\Nutrition5K\train\color\dish_0058\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0058\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0058\depth_raw.png
dish_0059,4.483594,Nutrition5K\Nutrition5K\train\color\dish_0059\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0059\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0059\depth_raw.png
dish_0060,5.091833,Nutrition5K\Nutrition5K\train\color\dish_0060\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0060\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0060\depth_raw.png
dish_0061,4.555085,Nutrition5K\Nutrition5K\train\color\dish_0061\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0061\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0061\depth_raw.png
dish_0062,6.302546,Nutrition5K\Nutrition5K\train\color\dish_0062\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0062\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0062\depth_raw.png
dish_0063,2.773838,Nutrition5K\Nutrition5K\train\color\dish_0063\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0063\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0063\depth_raw.png
dish_0064,4.588868,Nutrition5K\Nutrition5K\train\color\dish_0064\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0064\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0064\depth_raw.png
dish_0065,5.907124,Nutrition5K\Nutrition5K\train\color\dish_0065\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0065\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0065\depth_raw.png
dish_0066,4.604790,Nutrition5K\Nutrition5K\train\color\dish_0066\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0066\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0066\depth_raw.png
dish_0067,5.338096,Nutrition5K\Nutrition5K\train\color\dish_0067\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0067\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0067\depth_raw.png
dish_0068,5.423825,Nutrition5K\Nutrition5K\train\color\dish_0068\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0068\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0068\depth_raw.png
dish_0069,3.330954,Nutrition5K\Nutrition5K\train\color\dish_0069\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0069\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0069\depth_raw.png
dish_0070,4.023385,Nutrition5K\Nutrition5K\train\color\dish_0070\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0070\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0070\depth_raw.png
dish_0071,6.025737,Nutrition5K\Nutrition5K\train\color\dish_0071\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0071\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0071\depth_raw.png
dish_0072,5.282290,Nutrition5K\Nutrition5K\train\color\dish_0072\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0072\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0072\depth_raw.png
dish_0073,6.111990,Nutrition5K\Nutrition5K\train\color\dish_0073\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0073\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0073\depth_raw.png
dish_0074,3.417011,Nutrition5K\Nutrition5K\train\color\dish_0074\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0074\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0074\depth_raw.png
dish_0076,6.329320,Nutrition5K\Nutrition5K\train\color\dish_0076\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0076\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0076\depth_raw.png
dish_0077,6.568719,Nutrition5K\Nutrition5K\train\color\dish_0077\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0077\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0077\depth_raw.png
dish_0078,5.664125,Nutrition5K\Nutrition5K\train\color\dish_0078\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0078\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0078\depth_raw.png
dish_0079,3.426508,Nutrition5K\Nutrition5K\train\color\dish_0079\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0079\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0079\depth_raw.png
dish_0080,3.580180,Nutrition5K\Nutrition5K\train\color\dish_0080\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0080\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0080\depth_raw.png
dish_0081,4.000034,Nutrition5K\Nutrition5K\train\color\dish_0081\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0081\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0081\depth_raw.png
dish_0082,6.508167,Nutrition5K\Nutrition5K\train\color\dish_0082\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0082\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0082\depth_raw.png
dish_0083,5.717746,Nutrition5K\Nutrition5K\train\color\dish_0083\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0083\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0083\depth_raw.png
dish_0084,5.561258,Nutrition5K\Nutrition5K\train\color\dish_0084\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0084\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0084\depth_raw.png
dish_0085,5.843909,Nutrition5K\Nutrition5K\train\color\dish_0085\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0085\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0085\depth_raw.png
dish_0086,5.182775,Nutrition5K\Nutrition5K\train\color\dish_0086\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0086\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0086\depth_raw.png
dish_0087,1.095273,Nutrition5K\Nutrition5K\train\color\dish_0087\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0087\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0087\depth_raw.png
dish_0088,4.302431,Nutrition5K\Nutrition5K\train\color\dish_0088\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0088\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0088\depth_raw.png
dish_0090,3.924420,Nutrition5K\Nutrition5K\train\color\dish_0090\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0090\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0090\depth_raw.png
dish_0091,5.114728,Nutrition5K\Nutrition5K\train\color\dish_0091\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0091\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0091\depth_raw.png
dish_0092,5.956184,Nutrition5K\Nutrition5K\train\color\dish_0092\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0092\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0092\depth_raw.png
dish_0093,5.799197,Nutrition5K\Nutrition5K\train\color\dish_0093\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0093\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0093\depth_raw.png
dish_0094,6.243473,Nutrition5K\Nutrition5K\train\color\dish_0094\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0094\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0094\depth_raw.png
dish_0095,6.339006,Nutrition5K\Nutrition5K\train\color\dish_0095\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0095\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0095\depth_raw.png
dish_0096,4.132603,Nutrition5K\Nutrition5K\train\color\dish_0096\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0096\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0096\depth_raw.png
dish_0097,5.062543,Nutrition5K\Nutrition5K\train\color\dish_0097\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0097\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0097\depth_raw.png
dish_0098,3.927896,Nutrition5K\Nutrition5K\train\color\dish_0098\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0098\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0098\depth_raw.png
dish_0099,5.038393,Nutrition5K\Nutrition5K\train\color\dish_0099\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0099\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0099\depth_raw.png
dish_0101,5.107050,Nutrition5K\Nutrition5K\train\color\dish_0101\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0101\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0101\depth_raw.png
dish_0103,5.438088,Nutrition5K\Nutrition5K\train\color\dish_0103\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0103\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0103\depth_raw.png
dish_0104,6.171773,Nutrition5K\Nutrition5K\train\color\dish_0104\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0104\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0104\depth_raw.png
dish_0105,3.642574,Nutrition5K\Nutrition5K\train\color\dish_0105\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0105\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0105\depth_raw.png
dish_0106,4.716215,Nutrition5K\Nutrition5K\train\color\dish_0106\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0106\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0106\depth_raw.png
dish_0107,5.270061,Nutrition5K\Nutrition5K\train\color\dish_0107\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0107\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0107\depth_raw.png
dish_0108,5.968383,Nutrition5K\Nutrition5K\train\color\dish_0108\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0108\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0108\depth_raw.png
dish_0109,6.397394,Nutrition5K\Nutrition5K\train\color\dish_0109\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0109\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0109\depth_raw.png
dish_0110,5.424994,Nutrition5K\Nutrition5K\train\color\dish_0110\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0110\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0110\depth_raw.png
dish_0111,4.308918,Nutrition5K\Nutrition5K\train\color\dish_0111\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0111\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0111\depth_raw.png
dish_0112,5.919514,Nutrition5K\Nutrition5K\train\color\dish_0112\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0112\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0112\depth_raw.png
dish_0113,5.147518,Nutrition5K\Nutrition5K\train\color\dish_0113\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0113\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0113\depth_raw.png
dish_0114,4.628284,Nutrition5K\Nutrition5K\train\color\dish_0114\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0114\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0114\depth_raw.png
dish_0115,5.666600,Nutrition5K\Nutrition5K\train\color\dish_0115\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0115\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0115\depth_raw.png
dish_0116,3.190476,Nutrition5K\Nutrition5K\train\color\dish_0116\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0116\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0116\depth_raw.png
dish_0117,6.333226,Nutrition5K\Nutrition5K\train\color\dish_0117\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0117\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0117\depth_raw.png
dish_0118,5.995193,Nutrition5K\Nutrition5K\train\color\dish_0118\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0118\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0118\depth_raw.png
dish_0119,5.515710,Nutrition5K\Nutrition5K\train\color\dish_0119\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0119\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0119\depth_raw.png
dish_0120,2.772589,Nutrition5K\Nutrition5K\train\color\dish_0120\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0120\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0120\depth_raw.png
dish_0122,4.338466,Nutrition5K\Nutrition5K\train\color\dish_0122\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0122\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0122\depth_raw.png
dish_0123,4.702124,Nutrition5K\Nutrition5K\train\color\dish_0123\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0123\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0123\depth_raw.png
dish_0124,5.956416,Nutrition5K\Nutrition5K\train\color\dish_0124\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0124\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0124\depth_raw.png
dish_0125,4.759692,Nutrition5K\Nutrition5K\train\color\dish_0125\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0125\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0125\depth_raw.png
dish_0126,4.307707,Nutrition5K\Nutrition5K\train\color\dish_0126\rgb.png,Nutrition5K\Nutrition5K\train\depth_color\dish_0126\depth_color.png,Nutrition5K\Nutrition5K\train\depth_raw\dish_0126\depth_raw.png
